"Y","A","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185"
-14.3506891888715,0,1,1,2,19,6,-1,12,0.29,0,26,2,20,25,20,15,15,5,0,2,2,4,1,5,1,2,3,2,7,180,6,1,1,0,4,1,7,208,48,4,112,5,1,1,7,5,3,3,3,1,1,9,8,5,7,2,5,2,1,6,3,20,25,20,15,10,10,-1,-1,-1,-1,-1,-1,25,10,10,30,5,20,6,9,6,8,4,-1,-1,-1,-1,-1,4,7,7,5,6,-1,4,3,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,3,3,-1,-1,-1,-1,-1,-1,30,30,10,15,10,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,8,6,6,-1,-1,-1,-1,-1,0,0,0,-1,-1,15,30,15,15,10,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,8,7,6,-1,-1,-1,-1,-1
-13.2061187538336,0,0,1,15,19,2,2,14,-0.05,0,29,4,25,20,15,25,10,5,1,8,7,6,8,6,7,7,5,2,5,152,2,91,4,15990,2,1,2,80,194,1,33,1,7,8,5,8,7,7,10,2,1,10,7,8,8,10,10,7,8,7,-1,20,30,20,20,0,10,50,0,10,15,15,10,50,0,10,15,15,10,8,10,9,7,5,8,10,9,7,7,4,10,8,5,10,3,6,6,2,7,10,50,10,15,0,15,9,10,9,10,7,7,1,2,20,40,10,20,0,10,10,50,15,15,0,10,25,5,15,25,15,15,40,0,10,30,0,20,8,10,8,10,6,8,10,8,10,6,0,3,0,-1,-1,10,50,20,20,0,0,30,40,10,20,0,0,60,10,10,10,0,10,60,10,5,15,0,10,8,10,8,10,6,8,8,7,8,4
-18.2885047481635,1,1,1,2,19,10,-1,18,0.49,1,27,2,10,20,20,15,20,15,0,6,8,-1,8,8,8,7,6,2,12,176,9,1,1,0,2,1,2,156,58,1,72,7,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3,7,5,40,20,20,20,0,0,-1,-1,-1,-1,-1,-1,20,30,10,20,10,10,8,9,8,8,8,-1,-1,-1,-1,-1,8,7,8,7,7,8,7,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,3,2,-1,-1,-1,-1,-1,-1,40,25,20,15,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,9,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-11.9647228580794,0,1,0,16,6,2,8,3,0.34,0,25,3,15,20,30,20,5,10,1,7,5,7,8,7,5,5,5,2,14,35,9,240,64,26100,2,1,2,54,1,1,213,7,9,2,9,8,7,7,7,6,5,9,5,5,8,7,5,5,4,6,-1,30,20,30,10,5,5,40,10,10,20,10,10,20,10,20,10,35,5,7,9,8,9,9,7,8,9,9,8,6,8,7,7,6,7,7,7,2,3,30,10,20,10,20,10,8,8,9,8,9,6,1,1,-1,-1,-1,-1,-1,-1,30,10,20,20,10,10,30,10,10,20,20,10,20,10,30,10,20,10,7,7,9,8,9,7,7,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-15.4091201718069,1,1,1,17,11,13,14,10,0.31,0,23,2,14,15,16,17,18,20,0,3,9,10,3,10,2,3,3,2,11,151,2,203,1,0,4,4,4,214,1,5,183,1,6,3,5,6,6,5,6,5,3,6,6,4,7,6,5,4,1,6,-1,30,30,30,5,0,5,30,30,30,5,0,5,20,15,20,15,15,15,5,6,7,8,5,6,5,8,4,7,6,5,6,4,5,4,5,4,2,2,20,20,15,15,15,15,4,6,8,4,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.843524724499936,1,0,1,7,16,5,5,2,0.44,1,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,5,10,8,-1,7,5,7,5,2,11,34,9,1,1,0,2,5,2,187,243,1,221,9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,-1,150.9,188.7,188.7,169.8,169.8,132.1,80,80,70,90,70,70,219.5,146.3,122,219.5,97.6,195.1,70,100,60,80,90,-10,-10,-10,-10,-10,6,8,7,7,8,8,8,8,0,0,145.8,187.5,187.5,145.8,187.5,145.8,70,90,70,60,90,6,1,2,-10,-10,-10,-10,-10,-10,166.7,187.5,187.5,145.8,166.7,145.8,70,80,70,90,70,90,209.3,162.8,139.5,209.3,93,186,70,90,70,60,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-18.86916076951,1,0,1,19,15,4,4,14,0.12,0,29,2,30,15,20,10,10,15,1,10,9,9,6,7,6,7,5,2,11,88,6,93,1,0,3,5,8,54,1,2,112,5,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,7,-1,16,19,16,17,15,17,20,20,15,15,15,15,25,20,15,20,10,10,6,8,7,7,7,6,7,7,6,8,6,8,8,8,7,5,7,6,0,3,8,8,6,8,7,6,6,8,7,7,7,8,1,3,20,19,15,19,16,11,18,19,15,17,15,16,20,18,17,17,14,14,21,17,15,19,12,16,6,8,6,6,7,7,8,8,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-19.4164710972682,1,1,1,14,20,2,2,20,0.53,0,33,3,40,15,25,5,15,0,1,6,6,6,6,6,-1,8,8,2,8,147,14,26,1,10800,6,1,2,246,1,2,179,6,4,6,4,8,9,7,3,8,9,9,9,7,9,8,9,8,4,4,-1,20,10,25,20,10,15,15,15,20,15,15,20,20,20,20,15,15,10,6,8,8,8,7,6,7,8,7,8,7,8,8,8,7,6,6,2,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,3,3,-1,-1,-1,-1,-1,-1,30,10,20,20,0,20,30,0,10,30,10,20,25,8.33,8.33,16.67,16.67,25,6,7,7,7,6,6,6,7,7,6,0,0,0,-1,-1,20,10,20,10,20,20,30,10,10,20,0,20,30,10,20,20,10,10,20,20,20,20,10,10,6,6,8,7,5,6,5,7,7,6
-8.27966201940372,0,0,1,14,18,6,6,6,0.02,0,27,2,30,15,20,25,5,5,0,6,7,8,6,6,5,6,6,2,11,78,10,237,55,25504,4,10,11,13,92,2,100,2,2,6,10,10,10,10,8,1,7,10,6,10,8,7,7,8,1,1,-1,15,20,20,20,20,5,15,20,15,20,10,20,60,0,5,20,0,15,6,10,7,7,6,7,7,6,6,6,6,6,6,6,6,-1,5,5,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,-1,-1,-1,-1,-1,-1,20,10,30,20,15,15,25,15,15,20,5,20,30,10,10,30,0,20,6,7,6,6,6,6,7,6,5,5,0,2,1,1,1,10,20,30,15,20,5,20,20,30,15,15,0,20,20,15,20,5,20,30,10,0,30,0,30,6,8,7,7,8,6,7,6,5,5
-16.7691982962045,0,1,0,1,10,6,-1,9,0.05,0,23,2,20,20,20,20,10,10,0,4,7,8,8,6,7,4,1,2,6,152,2,1,1,0,4,3,6,223,1,1,184,1,7,8,2,9,5,6,4,7,7,6,8,10,8,9,9,8,1,3,4,19,18,19,18,14,12,-1,-1,-1,-1,-1,-1,20,16,16,18,16,14,4,7,8,8,3,-1,-1,-1,-1,-1,10,10,10,10,10,10,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,10,3,1,-1,-1,-1,-1,-1,-1,20,20,20,20,7.5,12.5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,7,7,8,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-18.062604623847,1,1,1,14,20,5,5,20,-0.13,0,23,4,20,20,20,20,20,0,0,8,8,8,8,8,8,6,8,2,13,176,9,188,1,0,3,3,2,68,1,2,47,7,7,5,8,8,7,6,3,5,9,8,2,3,4,5,9,8,2,9,-1,75,5,5,10,0,5,85,0,5,5,0,5,80,5,5,5,5,0,9,8,9,9,9,9,7,8,10,8,8,7,9,8,8,8,8,8,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,7,1,2,-1,-1,-1,-1,-1,-1,85,1,1,10,1,1,85,1,1,10,1,1,75,2,7,10,3,3,8,8,9,8,9,8,8,6,7,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-13.9621167670883,0,0,1,15,19,11,11,19,-0.61,1,29,2,95,1,1,1,1,1,1,7,8,8,7,8,6,7,1,2,17,204,7,118,1,14388,2,1,3,126,80,2,358,6,3,4,4,10,8,8,6,1,8,9,3,10,10,7,9,7,8,4,-1,20,20,20,10,10,20,30,20,10,20,10,10,30,20,10,20,10,10,8,8,7,9,7,9,8,8,7,8,7,8,8,7,8,6,7,6,2,5,30,15,20,10,15,10,9,10,8,8,7,5,3,2,50,10,10,20,5,5,30,15,20,15,10,10,40,10,10,20,10,10,50,5,5,20,5,15,9,10,9,8,8,8,10,9,8,7,0,1,0,-1,-1,40,10,25,10,10,5,50,15,15,20,0,0,50,10,10,20,10,0,60,0,10,25,0,5,9,10,9,9,7,8,9,8,9,7
-8.49496857726948,1,0,1,9,20,8,8,1,0.4,1,30,3,18.6,20.93,23.26,23.26,2.33,11.63,0,7,7,7,6,7,5,6,6,2,9,132,14,1,1,0,3,9,11,157,1,2,165,7,8,7,9,8,8,7,6,7,7,8,7,10,10,8,9,8,5,7,-1,155.2,172.4,172.4,172.4,172.4,155.2,90,100,100,100,100,90,181.8,181.8,163.6,181.8,145.5,145.5,80,100,90,90,90,-10,-10,-10,-10,-10,6,10,10,10,8,7,7,6,1,-1,160.7,178.6,178.6,160.7,178.6,142.9,80,100,80,90,90,4,3,3,-10,-10,-10,-10,-10,-10,163.6,181.8,181.8,163.6,163.6,145.5,90,100,90,90,90,90,196.1,156.9,156.9,176.5,156.9,156.9,80,100,90,90,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
-15.4263563948434,0,0,1,15,19,16,16,13,0.53,1,24,2,20,21,21,22,6,10,1,7,8,8,9,8,9,8,8,2,7,79,10,16,58,25890,2,9,7,67,1,3,344,10,8,5,7,9,10,10,3,3,7,6,7,10,10,5,6,6,3,8,-1,20,20,20,20,20,0,25,15,15,10,20,15,20,20,10,20,20,10,8,8,9,8,9,7,8,8,10,10,7,10,10,4,10,4,3,8,2,10,20,20,20,20,20,20,7,7,8,8,9,7,1,3,30,10,10,20,10,20,20,20,20,20,10,10,40,20,20,20,0,0,40,10,10,20,10,10,7,7,8,9,8,7,9,8,9,9,0,1,0,-1,-1,30,10,10,10,10,30,40,10,10,5,5,30,20,10,20,15,15,20,20,10,10,10,25,25,8,7,8,9,8,7,8,10,8,8
-11.3361979516851,0,0,1,4,18,15,-1,5,0.03,0,25,1,30,15,20,20,0,5,0,5,9,8,9,5,6,5,2,2,10,210,6,1,1,0,4,8,9,103,1,1,228,5,2,3,2,10,10,10,2,1,7,4,4,9,9,8,8,3,3,5,3,10,20,15,20,20,15,-1,-1,-1,-1,-1,-1,15,15,15,20,15,20,7,9,8,7,7,-1,-1,-1,-1,-1,6,6,6,6,6,6,6,5,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-11.2756378999305,0,1,0,3,10,10,-1,3,0.03,0,27,4,10,25,25,10,10,20,0,4,5,7,4,5,3,4,2,2,11,189,7,1,1,0,1,1,2,226,198,3,225,6,3,2,2,7,8,8,3,3,7,10,7,5,9,7,7,7,1,5,2,21,17,22,20,8,13,-1,-1,-1,-1,-1,-1,18,15,17,14,20,16,6,8,7,8,8,-1,-1,-1,-1,-1,3,4,6,3,7,2,4,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,4,1,2,-1,-1,-1,-1,-1,-1,25,10,20,20,5,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-3.52365026080915,1,0,1,2,16,10,-1,9,-0.12,0,27,1,35,10,20,15,10,10,1,7,-1,-1,9,-1,-1,8.5,7,2,11,237,12,1,1,0,2,2,4,155,138,4,149,9,10,1,10,9,6,6,10,6,3,6,1,6,9,8,8,6,7,5,3,10,20,20,15,20,15,-1,-1,-1,-1,-1,-1,35,10,15,20,10,10,7,9,9,8,8,-1,-1,-1,-1,-1,6,8,-1,8,-1,-1,7,7,2,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,3,2,-1,-1,-1,-1,-1,-1,15,15,10,25,10,25,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,9,8,9,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-0.398075231856484,1,0,1,7,16,5,5,13,0.24,1,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,10,9,9,8,7,7,9,6,2,11,34,9,1,1,0,2,5,2,187,243,1,221,9,2,1,10,10,7,8,5,1,1,10,4,10,9,5,7,7,4,3,-1,150.9,188.7,188.7,169.8,169.8,132.1,80,80,70,90,70,70,219.5,146.3,122,219.5,97.6,195.1,70,100,60,80,90,-10,-10,-10,-10,-10,2,6,7,2,7,2,2,5,0,0,145.8,187.5,187.5,145.8,187.5,145.8,70,90,70,60,90,6,1,2,-10,-10,-10,-10,-10,-10,166.7,187.5,187.5,145.8,166.7,145.8,70,80,70,90,70,90,209.3,162.8,139.5,209.3,93,186,70,90,70,60,90,-10,-10,-10,-10,-10,-1,-1,-1,-1,-1,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10
